Tweet,label
如果 分离 是 苦 ， 你 要 向 谁 倾诉 ？,0|0|0|1|0|0|0|1
好多 事情 都 是 后来 才 清楚 ， 好多 事情 当时 一定 也不 觉得 苦 ， 然而 我已经 找 不 到来 时 的 路 。,0|0|0|1|1|0|0|0
有 一 种 爱 ， 明明 是 深 爱 ， 却 表达 不 完美 ， 有 一 种 爱 明知 是 煎熬 ， 偏偏 躲 不 掉 ， 有 一 种 爱 明知 前 无路 ， 心 却 早已 收 不 来 回来 。,0|0|0|1|1|0|0|0
爱情 不 是 游戏 ， 因为 我们 玩 不 起 。,0|0|0|1|1|0|0|0
爱 是 真心 付出 ， 要 忘记 真的 做 不 到 ， 不管 归 处 将 在 哪里 ， 我 都 在 心里 留下 一 份 纯真 美好 的 回忆 。,1|0|1|0|0|0|0|1
从来 没有 轻易 对 别人 动心 ， 突然 发现 自己 深深 地 爱上 你 了 那种 滋味 真的 难以 用 言语 表达 ， 是 喜悦 ？,0|0|1|0|0|0|0|0
还是 悲哀 ？,0|0|0|1|0|0|0|0
你 叫我 忘记 ， 难道 你 以为 爱 是 那种 说 收 就 收 就 可以 收 得 回 的 吗 ？,0|0|0|1|1|0|0|0
可以 的 话 那 就 不 叫 爱 了 。,0|0|0|1|0|0|0|0
也许 我没有 足够 勇气 面对 现实 的 残酷 ， 那么 什么 是 勇气 ？,0|0|0|1|1|0|0|0
是 哭 着 要 你 爱 我 ， 还是 哭 着 让 你 离开 ？,0|0|0|1|1|0|0|0
估计 此时 没有 一个 正确 的 答案 ， 但是 我 有 一 颗 深 爱 你 的 心 ！,0|0|1|0|0|0|0|0
“ 心 ” 你 是 我 的 唯一 ！,0|0|1|0|0|0|0|0
２００８年 ６月 ， 京城 各 大 媒体 报道 了 由 七八十 个 “ ９０ 后 ” 中学生 组成 的 “ 太子 堂 ” 团伙 在 “ 总 堂主 ” 的 领导 下 ， 报复 仇家 、 随意 行抢 ， 涉嫌 寻衅 滋事 罪 在 海淀 法院 受审 的 案件 。,0|0|0|0|1|1|0|0
该案 尚未 判决 ， 近日 ， 又 一 起 由 少年 帮会 组成 的 “ 黑衣 帮 ” 因 持 刀 故意 伤害 他人 被 北京市 海淀 检察院 起诉 到 法院 。,0|0|0|0|1|1|0|0
（ 《 法制 日报 》 １１月 ９日 ）,0|0|0|0|0|0|0|0
刚刚 过去 的 汶川 大 地震 ， 其中 涌现 出来 诸多 优秀 青少年 让 人 甚感 欣慰 。,1|0|1|0|0|0|0|0
然而 ， 让 人 心痛 的 事情 也 同样 发生 了 ， 而且 同样 是 ９０ 后 少年 所 为 。,0|0|0|1|1|0|0|0
笔者 认为 ， 当下 最 重要 的 是 先找 出 根源 ， 再 解决 问题 ， 提倡 教育 。,0|0|0|0|0|0|0|1
分析 来看 ， 有 以下 几 点 ：,0|0|0|0|0|0|0|0
首先 ， 社会 闲杂 人员 为主 的 黑势力 ， 影响 青少年 的 身心健康 。,0|0|0|0|1|0|0|0
学校 和 家长 应 经常 提醒 青少年 ， 不 要 与 社会 闲杂 人员 接触 ， 以免 遭遇 不良 影响 。,0|0|0|0|1|0|0|1
其次 ， 网络 游戏 猖獗 。,0|1|0|0|1|0|0|0
时下 各种 网络 游戏 充斥 着 青少年 的 日常 生活 ， 游 戏中 出现 的 各种 规则 ， 长 时间 游戏 后 会 导致 青少年 在 现实 中 无法 实现 自我 认知 ， 自我 控制 。,0|0|0|0|1|0|0|0
作为 青少年 应该 积极 主动 抵制 暴利 网游 ， 做到 游戏 时间 不可 过 长 。,0|0|0|0|0|0|0|1
而 网游 公司 也应 多 开发 有利于 青少年 身心健康 的 绿色 网游 ， 将 正值 成长 中 的 青少年 拒绝 在 暴利 游戏 之 外 。,0|0|0|0|0|0|0|1
再次 ， 教育 制度 的 不 完善 也 是 重要 原因 。,0|0|0|0|1|0|0|0
随着 社会 的 发展 ， 我国 处于 一个 特殊 时期 ， 在校 期间 ， 应该 开设 青少年 心理 教育 。,0|0|0|0|0|0|0|1
利用 校园 独特 特点 ， 青少年 易于 接受 ， 教育部门 也应 结合 实际 情况 对 相关 课题 进行 研究 开发 ， 逐步 改善 现状 。,0|0|0|0|0|0|0|1
此外 家庭教育 也 不可 忽视 ， 很多 家长 忙于 各种 事物 ， 无暇顾及 孩子 成长 过程 中 所 出现 的 问题 。,0|0|0|0|1|0|0|0
笔者 认为 ， 家长 、 校园 、 社会 三者 是 统一 结合 的 有机 整体 ， 不可分割 但 又 相互 对立 。,0|0|0|0|0|0|0|1
在 对 青少年 教育 中 ， 三者 缺一不可 ， 任何 一个 环节 都 具有 十分 重要 的 作用 。,0|0|0|0|0|0|0|1
但 要 从 根本 上 解决 青少年 成长 过程 中 ， 还 应 靠 全 社会 的 合力 ， 才 能 真正 促使 青少年 身 处于 良好 的 环境 中 。,0|0|1|0|0|0|0|1
这样 彼此 作用 会 形成 一个 良好 的 社会 循环 ， 只 有 这样 才 能 防患于未然 ， 把 问题 降低 到 最 少 。,1|0|1|0|0|0|0|0
不要 问我 从 那里 来 ， 我的 故乡 在 远方 。,0|0|0|1|0|0|0|0
为什么 流浪 ， 流浪 远方 ， 流浪 ……,0|0|0|1|1|0|0|0
好久 没有 这样 的 情致 了 。,1|0|0|0|0|0|0|0
像 是 倦怠 了 一切 ， 对 什么 都 不感兴趣 似的 。,0|1|0|0|1|0|0|0
每天 浑浑噩噩 ， 无所 事事 。,0|0|0|0|1|0|1|0
一 看 书 ， 就 打蔫儿 。,0|0|0|0|1|0|0|0
除了 惦念 儿子 是否 进入 学习 状态 之 外 ， 就 没有 其他 的 念 想 了 。,0|0|0|1|1|0|0|0
为了 完成 一个 稿件 ， 里面 有 个 专栏 ， 暂定 为 “ 文友 剪影 ” ， 其一 就 是 写 一 位 叫 “ 渔网 ” 的 朋友 。,0|0|0|0|0|0|0|0
那天 ， 他 告诉 我 到 哪里 能 找到 他 的 博文 。,0|0|0|0|0|0|0|0
想 了解 一个 人 ， 最好 是 阅读 他 （ 她 ） 的 文字 。,0|0|0|0|0|0|0|1
就 这样 ， 我 来到 这里 。,0|0|0|0|0|0|0|0
按图索骥 ， 一无所获 。,0|0|0|0|1|0|1|0
大海捞针 ， 仍 是 一 场 空 。,0|0|0|0|1|0|1|0
无意间 却 发现了 它 的 某 项 功能 。,0|0|0|0|0|1|0|0
出于 好奇 ， 兴致勃勃 地 一一 检索 。,1|0|1|0|0|1|0|0
感慨不已 ， 虚拟 的 世界 并不 虚幻 ， 这里 有 一个个 活生生 的 人物 。,1|0|1|0|0|0|0|0
虽然 无一 相识 ， 但是 感觉 亲切 。,0|0|1|0|0|0|0|0
像是 刘 姥姥 进 了 大观园 ， 在里面 转 来 转去 ， 流连忘返 。,0|0|1|0|0|0|0|0
最初 ， 并 没有 来 此 安家 的 念头 。,0|0|0|0|0|0|0|0
就 如 我们 无心 于 某个 偶然 涉足 的 陌生 城市 ， 新奇 ， 新鲜 ， 却 不 是 自己 的 故里 。,0|0|0|1|1|0|0|0
仅仅 是 一个 匆匆 的 过客 ， 来 此 一 游 ， 也 就 罢了 。,0|0|0|1|0|0|0|0
拉动 滚轴 ， 看到 有些 人 的 资料 里 ， 有 联系 方式 。,0|0|0|0|0|0|0|0
好奇 是 人 的 天性 ， 就 试 着 添加 了 一二 位 。,0|0|1|0|0|0|0|1
稍 聊 片刻 ， 发现 这里 的 男人 很 实际 ， 不 是 一个 城市 的 不 聊 ， 不 能 发展 感情 的 不 聊 ， 不 能 见面 的 更 不 聊 。,0|1|0|0|0|0|1|0
上来 就 是 询问 你 的 详细 资料 ， 不 想 回答 ， 就 说 你 不 真诚 ； 详细 回答 了 ， 又 说 不 是 同路人 。,0|0|0|0|0|0|1|0
看来 这里 所 标榜 的 以文会友 ， 只不过 是 掩人 耳目 的 烟雾弹 而已 。,0|1|0|0|0|0|1|0
人 是 很 矛盾 的 生灵 。,0|0|0|0|1|0|0|0
正因为 陌生 ， 正因为 无一 人 相识 ， 倍 感 它 的 空间 无比 的 辽阔 辽远 。,0|0|1|0|0|0|0|0
有 种 自由自在 的 惬意 。,1|0|0|0|0|0|0|0
没 人 知道 我是 谁 ， 从 哪里 来 ， 欲 往 哪里 去 ； 更 没有 世俗 的 利害 冲突 。,1|0|0|0|0|0|0|0
在 熟识 的 世界 里 ， 人们 失去 了 自由 的 空间 ， 带 着 面具 舞蹈 ， 不 敢 也 不 能 释放 自己 最 本 真的 情绪 。,0|0|0|0|1|0|0|0
就 连写 文章 ， 都 得 先 声明 ： 如 有 雷同 ， 纯属虚构 。,0|0|0|0|1|0|0|0
都 生怕 谁 来 对号入座 ， 无意间 冒犯 了 谁 的 神经 。,0|0|0|0|1|0|0|0
这里 之 于 ， 我 是 个 全新 的 世界 。,1|0|0|0|0|0|0|0
置身于熙熙攘攘 的 人群 ， 又 能 感觉 到 旁若无人 的 自由 ， 这 是 怎样 的 人生 境界 啊 ！,1|0|0|0|0|0|0|0
这里 的 静谧 安适 ， 吸引 了 我 。,0|0|1|0|0|0|0|0
这里 远离 喧嚣 ， 远离 我 熟识 的 朋友 。,1|0|0|0|0|0|0|0
包括 那位 文友 ， 了 无 踪迹 。,0|0|0|1|0|0|0|0
没有 必要 怀疑 他 的 真诚 。,0|0|1|0|0|0|0|0
失落 之 余 ， 有了 新的 收益 。,1|0|0|0|0|0|0|0
就 这样 悄然 注册 安家 了 ， 把 自己 隐没 在 陌生 的 世界 里 吧 ！,1|0|0|0|0|0|0|1
好 书写 自己 文字 背后 的 心情 。,0|0|0|0|0|0|0|1
于是 ， 暗自 鼓励 自己 ， 每日 一记 —— 留下 一 丝 活 着 的 痕迹 。,0|0|0|0|0|0|0|1
也许 你 太 累 了 ， 也许 你 处于 无奈 ， 你 的 脸 看 起来 如此 苍白 。,0|0|0|0|1|0|0|0
你 的 宾客 繁多 ， 可 你 的 心 是 孤独 的 ， 因为 你 失去 了 一 份 最 美好 的 友谊 ， 一 份 今生 难忘 的 友情 。,0|0|0|1|0|0|0|0
你 告别 了 她 的 夜晚 ， 你 整夜 徘徊 在 虚拟 的 网络 之 中 ， 寻找 你 的 心灵 靠岸 。,0|0|0|1|1|0|0|0
你 的 遇见 ， 你 的 相遇 ， 终究 抵 不 上 你 曾经 的 缘 。,0|0|0|0|1|0|0|0
你 是 懂得 人生 的 ， 说 人 与 人 之间 都 只是 过客 ， 你 又 是 不 懂得 人生 的 ， 因为 你 不 珍惜 拥有 。,0|0|0|0|1|0|0|0
当 爱情 来临 ， 你 游戏 人生 ， 游戏 爱情 ， 用 一个 所谓 的 男人 尊严 来 守护 着 她 的 爱 。,0|0|0|1|0|0|0|0
高兴 时 ， 她 是 你 心中 的 宝 ， 你 的 天使 ， 上天 派 来 的 最 爱 。,0|0|1|0|0|0|0|0
孤寂 烦躁 时 ， 她 是 你 发泄 的 对象 。,0|1|0|0|0|0|1|0
冷落 是 你 最 好 的 武器 ， 看着 她 的 信息 ， 你 可以 拒绝 无数 次 ， 偶尔 说 一 句 ： 君子之 交 淡 如 水 。,0|0|0|1|0|0|0|0
你 心里 最 怕 的 是 孤独 ， 你 心里 最 怕 的 又 是 散 不 了 的 友情 和 爱 。,0|0|0|1|1|0|0|0
你 ， 来往 匆匆 ， 对待 爱情 ， 你 总是 把 它 当成 友情 来 做 。,0|0|0|1|1|0|0|0
因为 你 是 自由 的 ， 你 怕 风筝 的 线 太 紧 ， 你 渴望 蓝天 中 自由 的 鸟 ， 你 想做 雄鹰 。,0|0|0|0|0|0|0|1
你 的 神秘 总是 叫 一些 陌生 的 人 陶醉 ， 引来 一些 驻足 的 看客 。,0|0|1|0|0|0|0|0
她们 喜欢 你 的 男儿 风范 ， 你 逐渐 也 喜欢 上 了 一些 好客 的 朋友 ， 去 她们 心灵 的 阵地 ， 施展 你 的 才华 。,0|0|1|0|0|0|0|0
一些 迷恋 ， 一些 沉醉 ， 这样 的 友情 使 她们 变 的 痴情 。,0|0|1|0|0|0|0|0
你 好像 看出 了 什么 ， 逐渐 远离 了 你 亲爱 的 朋友 ， 消失 的 无影无踪 。,0|0|0|0|1|0|0|0
在 以后 的 日子 里 ， 朋友 不断 的 更新 ， 友情 不断 的 换 着 做 。,0|0|0|1|0|0|0|0
在 长长的 黑夜 ， 你 还是 不 停 的 寻找 ， 寻找 一 份 心灵 的 答卷 ， 寻找 你 渴望 的 同路人 。,0|0|0|0|1|0|0|1
你 矛盾 ， 你 徘徊 ， 你 恨 人生 太 残酷 ， 你 恨 今生 无知 己 。,0|1|0|1|1|0|0|0
你 错 了 ， 你 的 知己 都 是 你 曾经 的 缘 ， 你 放开 了 那 牵 着 的 手 ， 注定 了 一辈子 都 要 孤独 。,0|0|0|1|0|0|0|0
在 你 的 内心 深处 ， 你 问过 自己 吗 ？,0|0|0|0|0|0|1|0
友谊 为什么 要 换 着 做 ？,0|0|0|0|1|0|0|0
你 想 固守 的 究竟 是 什么 ？,0|0|0|0|1|0|0|0
友情 ？,0|0|0|0|1|0|0|0
爱情 ？,0|0|0|0|1|0|0|0
还是 你 的 自私 ？,0|1|0|0|0|0|1|0
也许 有些 答案 只 有 你 自己 知道 吧 。,0|0|0|0|1|0|0|0
有人 说 ， 喜欢 阳光 下 的 爱 ， 在 那 绿绿的 树影 中 相 依偎 的 甜蜜 的 爱情 剪辑 ， 配 着 委婉 的 乐章 ， 不 华丽 ， 却 有 点 奢侈 ， 因为 其中 的 情节 实在 有些 恍惚 、 茫然 。,0|0|1|0|1|0|0|0
当 第一 朵 春花 开始 牵挂 发丝 的 清香 ， 在 温情 细语 中 窥探 爱 的 羞涩 时 ， 留恋 腮 边 的 红晕 如 桃花 ， 给 青涩 的 季节 一个 熟透 的 格调 。,0|0|1|0|0|0|0|0
有人 说 ， 喜欢 月光 下 的 爱 ， 嫦娥 束 袖 ， 后羿 憨厚 的 笑容 ， 醉 在 圆圆的 月饼 中 。,0|0|1|0|0|0|0|0
五 色 的 绒线 ， 轻 缠 于 月 边 ， 铸成 了 千年 的 轮回 ， 在 爱情 的 赤道 上 ， 回归线 依旧 闪烁 着 爱情 鹊桥 的 美丽 。,0|0|1|0|0|0|0|0
陌生 的 相逢 ， 熟悉 的 问候 ， 再次 的 弯弓 射 日 ， 爱情 的 勇气 是 何等 的 伟大 。,0|0|1|0|0|0|0|0
有人 说 ， 喜欢 细雨 中 的 爱 ， 那 天堂 伞 曾经 让 多少 人 魂 牵 梦 转 。,0|0|1|0|0|0|0|0
在 爱情 的 弄堂 口 ， 总 会 有 一个 痴情 的 女人 ， 手持 一 把 绣花 小雨 伞 ， 在 守望 着 幸福 。,0|0|1|0|0|0|0|0
雨滴 淋 湿 了 她 的 美 娇 容 ， 蓝色 的 格子布 衫 ， 白 皙 的 肌肤 ， 纯净 如 莲 的 心情 ， 冷冷的 可爱 。,0|0|1|0|0|0|0|0
有人 说 ， 喜欢 梦 中 的 爱 ， 珠帘 粒粒 透明 着 唯美 的 爱情 。,0|0|1|0|0|0|0|0
邻家 女孩 感言 ： 每串 一 粒 珠子 ， 你 的 梦 里 就 多 了 一个 幸福 的 影子 ， 一个 爱情 的 细胞 。,0|0|1|0|0|0|0|0
它们 可以 帮 你 组合成 最 甜蜜 的 鸳鸯 谱 ， 织 起 一 张 最 密集 的 网 。,0|0|1|0|0|0|0|0
一个 温暖 的 爱情 秋千 ， 在 你 的 视野 中 荡漾 ， 在 你 的 欢笑 中 继续 着 和谐 的 音调 。,0|0|1|0|0|0|0|0
有人 说 ， 喜欢 镜中 的 爱 ， 因为 它 曾经 是 爱情 流年 的 最 好 凭证 。,0|0|1|0|0|0|0|0
在 每个 记忆 的 瞬间 ， 每次 快乐 的 拥抱 ， 都 逃 不 过 它 平静 又 锐利 的 眼睛 。,0|0|1|0|0|0|0|0
刻下 厚重 的 纹理 ， 磨平 的 边角 ， 为 爱 做 了 历史 的 汇报 。,0|0|1|0|0|0|0|0
他 说 ， 送 镜子 给 你 ， 同时 也 把 青春 送给 了 你 ， 为 爱情 做 一 次 最 严肃 又 温情 的 梳妆 。,0|0|1|0|0|0|0|0
有人 说 ， 喜欢 茶 中 的 爱 ， 把 相思 一 遍 一 遍 的 品 。,0|0|1|0|0|0|0|0
感觉 在 杯中 融化 ， 喝 出 了 那 陈年 的 往事 ， 喝 出 了 爱情 的 文化 。,0|0|1|0|0|0|0|0
爱 在 杯中 走 ， 情 在 唇 边 留 。,0|0|1|0|0|0|0|0
当 你 渐渐 熟悉 了 这样 的 茶香 ， 也许 你 会 忘掉 的 是 手中 的 杯子 ， 戒 不 掉 的 是 杯中 那 流动 的 诗篇 。,0|0|1|0|0|0|0|0
我 的 爱 是 一 张 综合 画报 ， 饱满 的 内涵 ， 就 像 春天里 苏醒 的 麦苗 ， 拥有 一 片 爱 的 生机 。,0|0|1|0|0|0|0|0
我的 爱 是 一 首 永远 背 不 完 的 诗 ， 因为 爱情 的 语言 是 重复 又 重复 的 美丽 。,0|0|1|0|0|0|0|0
迎春花 开 在 院子 里 ， 如同 一 株 巨大 的 黄色 的 树 ， 在 清晨 的 时候 ， 显得 芬 外 的 妖娆 ， 黄 的 动人心魄 。,1|0|1|0|0|0|0|0
一直 没有 真正 注意 春天 ， 此时 心中 不免 产生 许多 感慨 。,0|0|1|0|0|0|0|0
世上 有 无数 的 花 ， 美丽 的 花 ， 只是 我们 没有 注意 ， 而 忽视 了 她 的 存在 。,0|0|0|1|0|0|0|0
忍不住 走 上 前 去 ， 仔细 端 祥 起来 ， 花朵 小小 的 ， 开 满 了 枝头 ， 重重叠叠 ， 几乎 看 不 到 叶子 ， 花瓣 四 叶 ， 象 一只只 小小 的 喇叭 ， 在 尽情 吹奏 着 ， 没有 声音 ， 美妙 的 音乐 只 在 我们 心中 流淌 ， 都 说 迎春花 开 后 ， 百花 才 齐 放 ， 感情 她 是 在 无声 地 唤醒 着 春天 的 任务 。,1|0|1|0|0|0|0|0
淡淡的 清香 在 空中 弥漫 着 ， 随着 朝霞 的 升起 ， 花瓣 更加 生辉 ， 花香 更加 浓烈 ， 沁人心肺 。,0|0|1|0|0|0|0|0
一直 生活 在 农村 ， 却 感受 不 到 她 的 美 ， 也许 我们 来去 太 匆忙 ， 也许 我们 生活 的 太 累 ， 无暇 欣赏 ， 大脑 里 装 得 都 是 些 人 情 事故 ， 吃喝 享受 ， 钢筋 混凝土 ， 道路 的 崎 曲 阻力 ， 想到 城市 的 宽广 平坦 ， 纸 金 灯 迷 ， 于是 没有 了 乡下 的 天地 广阔 ， 也 就 没有 了 美 ， 也 就 注意 不 到 这些 花花草草 。,0|0|0|1|1|0|0|0
当我 渐渐 体会 到 的 时候 ， 微不足道 的 她们 都 充满 了 生命 ， 都 在 展现 着 生命 的 辉煌 ， 原来 她们 和 人 一样 ， 存在 和 消失 ， 依然 存在 着 一 种 价值 和 规律 。,0|0|1|0|0|0|0|0
为什么 我们 生活 在 农村 ， 却 要 去 向往 城市 的 生活 呢 ？,0|0|0|0|1|0|0|0
使 自己 不断 地 痛苦 ， 扭曲 ， 失去 了 生活 的 真正 意义 。,0|0|0|1|1|0|0|0
原本 大展宏图 的 天地 ， 变 得 狭窄 ， 缩手缩脚 。,0|0|0|0|1|0|0|0
如果 说 城市 的 花 是 精心 培育 的 ， 乡下 的 花 却 是 野生 的 ， 她们 更加 自由 开放 ， 她们 抗病 能力 更 强 ， 生命力 更 强 ， 花香 更 浓 幽 。,0|0|1|0|0|0|0|0
迎春花 不畏 寒 威 ， 不 择 风土 ， 适应性 非常 强 ， 随便 剪 一断 插 什么 地方 ， 就 能 生长 。,0|0|1|0|0|0|0|0
她 的 花 开 得 早 ， 当 冬去春来 ， 遍地 是 绿 的 时候 ， 她 耀眼 夺目 ， 端庄 大方 ， 气度 非凡 。,0|0|1|0|0|0|0|0
只要 我们 稍微 用心 就 能 发现 ， 她 随处可见 ， 在 大地 的 各个 角落 。,0|0|1|0|0|0|0|0
那些 开 在 城里 的 迎春花 ， 装在 人们 的 盆景 里 ， 栽 在 花园里 ， 在 吐 芳 ， 被 人们 欣赏 的 时候 ， 我想 她们 也 是 从 乡下 移植 过来 的 吧 ！,0|0|1|0|0|0|0|0
她们 也 是 乡下 的 根 ， 乡下 的 种 ， 有什么 理由 去 蔑视 乡下 的 贫 脊 呢 ？,0|1|0|0|0|0|1|0
她们 忘 了 她们 的 祖先 。,0|0|0|1|0|0|0|0
她们 的 努力 ， 似乎 又 给 平庸 的 乡下 一 份 动力 。,0|0|1|0|0|0|0|0
我 看到 她 繁华 的 背后 ， 地上 尽然 有 少许 落下 的 花瓣 ， 洒落 地上 ， 是否 是 她 的 叹息 ， 我想 不会 ， 迎春花 在 百花齐放 的 时候 ， 己 经 显得 渺小 了 ， 但 她 的 任务 也 达到 了 ， 她 带 给 人们 的 是 一 种 沉思 ， 一 种 震憾 ， 她 似乎 告诉 着 人们 一 种 生命 的 内涵 ！,0|0|1|0|0|0|0|0
小妹 受 朋友 鼓动 加入 安利 ， 刚 开始 还 心存疑惑 ， 听 了 几 场 讲座 ， 封闭 训 练 了 几 天 ， 头脑 便 明显 不 做主 ， 由 开始 的 无奈 、 冷眼旁观 转化 为 摩拳擦掌 、 心急 火 燎 、 热血沸腾 …… 成功 的 梦想 ， 快速 暴富 的 童话 确实 太 刺激 人 ， 眼见 着 前面 豪宅 、 名车 在 召唤 ， 不由得 身心 亢奋 ， 全然 不 顾 真正 成功者 不过 是 凤毛麟角 的 现实 ， 跃跃欲试 。,0|0|0|0|0|0|0|1
培训 结束 人 一到 家 ， 电话 就 过来 了 。,0|0|0|0|0|0|0|0
姐 ， 我 准备 发展 你 ， 我们 俩 联手 干 一 场 （ 安利 ） ， 肯定 能 干 成 。,0|0|0|0|0|0|0|1
可 我 这人 不善 交际 ， 推销 做 生意 不行 啊 ！,0|0|0|0|1|0|0|0
我 推辞 。,0|0|0|0|1|0|0|0
我 觉得 你 行 ， 有 两 个 方面 ， 第一 ， 你 想 钱 ！,0|0|0|0|0|0|0|1
第二 ， 你 还 算 合群 。,0|0|1|0|0|0|0|0
我 大笑 …… 知 姐 莫如 妹 ， 合群 不 合群 不 太 清楚 ， 想 钱 那 是 肯定 的 。,1|0|0|0|0|0|0|1
曾几 何时 ？,0|0|0|0|0|0|0|1
俺 那 可是 早 八 辈子 就 庸俗 想 钱 了 ， 自打 面对 菜 米 油盐 ， 日常 开销 ， 人情 份子 ， 面对 每月 微薄 的 薪水 ， 面对 那些 大 房子 小车子 ， 面对 趾高 气扬 的 有钱人 和 失去 了 尊严 的 穷人 ， 俺 从 一个 视 金钱 如 粪土 的 单纯 女孩 蜕变 成 恶俗 的 想 钱 女人 也 就 那么 过 条 街 的 工夫 ， 并且 越 老 越 想 ， 愈演愈烈 ……,0|1|0|1|0|0|0|1
不过 这年头 ， 和尚 也 忙 着 挣钱 修 庙 ， 想 钱 也 不 算 可耻 ， 可耻 的 是 想 了 而 得 不 到 ， 那 多少 会 被 人 误会 为 能力 有 问题 …… 唉 ， 可惜 我 现在 依然 不幸 地 停留 在 那种 可耻 的 状态 上 ， 所以 更加 可耻 地 做 一些 更加 更加 可耻 的 事情 ， 比如 拜访 各位 朋友 的 时候 顺带 一 条 掏 宝 小店 的 广告 ， 呵呵 ， 吆喝 ！,0|1|0|1|1|0|0|0
做 不 出 成绩 ， 急火攻心 了 。,0|0|0|0|1|0|0|0
过节 的 时候 ， 老朋友 联络 了 一下 ， 发现 有钱人 想法 更 实际 ， 谈 到 空间 什么的 时候 直接 来 一 句 ， 能 赚钱 吗 ？,0|0|0|0|0|1|0|1
跟 挣钱 无关 的 事情 别 去 做 。,0|1|0|0|0|0|0|0
呵呵 ， 功利主义 ， 多少 有 点 疯狂 ……,0|1|0|1|0|0|0|0
话 说 回来 ， 安利 —— 我是 不准备 加入 了 ， 原因 有 二 。,0|1|0|0|0|0|0|0
第一 ，  网上 销售 安利 产品 已经 低 至 六 折 ， 新人 根本 没法 与之 竞争 。,0|0|0|0|1|0|0|0
第二 ，  老家 的 表妹 加入 安利 以后 ， 千里迢迢 地 来 南京 发展 了 表姐 ， 结果 回去 后 被 长辈 恶 骂 ， 骗人 骗 到 自己 家 ， 兔子 还 知道 不 吃 窝边草 。,0|1|0|0|0|0|0|0
听 后 当下 心惊 胆战 。,0|0|0|0|1|0|0|0
有位 朋友 留言 问我 ： 在 恋爱 、 婚姻 中 什么 是 最 可怕 的 。,0|0|0|0|1|0|0|0
我是 这样 回答 他 的 ： 在 恋爱 、 婚姻 中 最 可怕 的 不 是 争吵 ， 更 不 是 没完没了 的 埋怨 ， 因为 无论 是 争吵 还是 埋怨 都 还是 有 一 种 两 个 人 希望 弥补 不足 的 愿望 。,0|0|1|0|0|0|0|0
但是 当 两 个 人 在 恋爱 、 婚姻 中 已经 没有 话 可 说 了 ， 甚至 是 以 一 种 伪善 的 姿态 彼此 客套 的 生活 ， 那 才 是 最 可怕 的 ， 而且 是 恐怖 的 。,0|0|0|1|1|0|0|0
恋爱 也好 婚姻 也好 ， 在 其 进行 之 中 最 需要 的 就 是 依靠 交流 来 弥补 彼此 的 不 理解 或者 误解 ， 哪怕 是 靠 最 极端 的 形式 —— 争吵 也 是 可以 接受 的 。,0|0|0|0|0|0|0|1
俗话说 ： 每天 争 争吵 吵 的 夫妻 未必 就 是 坏 夫妻 ， 貌似 和 美 的 夫妻 未必 就 是 好 夫妻 。,0|0|1|0|0|0|0|0
恋人 、 夫妻 之 间 的 争吵 也 是 一 种 交流 ， 说 的 客观 一些 ， 争吵 这样 的 交流 形式 往往 是 最 能 袒露 恋爱 、 夫妻 之 间 的 真实 的 ， 虽然 有些 极端 ， 但是 还是 一 种 “ 唯美 ” 的 爱情 形式 。,0|0|1|0|0|0|0|0
当 一对 夫妻 或者 恋人 在 一 起 已经 没有 话 说 了 ， 也 就 是 说 彼此 之 间 连 说话 都 觉得 是 一 种 多余 的 时候 ， 那么 这 就 是 一 种 信号 ， 那 就 是 恋爱 、 婚姻 的 “ 红灯 ” 已经 快要 亮 起来 了 。,0|0|0|0|1|0|0|0
其实 夫妻 、 恋人 之 间 的 交流 是 一 种 琐碎 ， 不一定 就 是 很 正式 的 。,0|0|1|0|0|0|0|0
生活 就 是 琐碎 的 ， 所以 爱情 也 不 是 像 小说 或者 电影 一样 总是 那么 浪漫 。,0|0|0|1|0|0|0|0
琐碎 的 生活 带来 的 爱情 生活 也 是 一 种 琐碎 ， 甚至 是 一 种 “ 唠叨 ” 。,0|1|0|1|0|0|0|0
这种 琐碎 或者 “ 唠叨 ” 往往 就 是 自己 在 生活 和 工作 中 的 所见所闻 ， 或者 是 自己 对 一些 事情 的 看法 ， 还有 就 是 自己 不 被 自己 爱人 所 了解 的 地方 ， 也 包括 对 自己 爱人 不 理解 、 误解 的 地方 的 诉说 或者 唠叨 。,0|0|0|0|0|0|1|0
其实 这也 是 一 种 关心 或者 爱意 ， 只是 由于 是 在 爱情 生活 中 ， 所以 形式 是 与 其他 的 交流 方式 是 不一样 的 。,0|0|1|0|0|0|0|0
当 你 发现 你 的 爱人 不再 和 你 交流 自己 的 真实 想 法 ， 也 不再 和 你 说 任何 关于 他 、 她 自己 的 近况 ， 只是 含糊其辞 的 搪塞 ， 那么 你 不得不 考虑 你们 的 爱情 生活 开始 亮 黄 灯 了 ， 你 要 注意 了 。,0|0|0|0|1|0|0|0
在 爱情 或者 婚姻 中 最 大 的 伤害 不 是 来自 身体 或者 语言 ， 也 就 是 说 不 是 来 爱 争吵 或者 彼此 的 拳打脚踢 ， 而是 来自 彼此 的 缄默 ， 也 就 是 彼此 的 冷漠 ， 也 就 是 我们 常 说 的 冷 暴力 。,0|0|0|1|0|0|0|0
